COMNAME,SVSPP,SPECIES_ITIS,INDEX_TYPE,LENGTH,CALIBRATION_FACTOR,CALIBRATION_CV,STOCK,SEASON,SEX
HADDOCK,74,164744,NUMBER,1,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,1,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,2,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,2,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,2,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,2,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,3,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,3,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,3,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,3,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,4,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,4,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,4,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,4,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,5,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,5,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,5,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,5,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,6,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,6,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,6,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,6,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,7,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,7,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,7,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,7,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,8,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,8,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,8,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,8,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,9,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,9,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,9,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,9,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,10,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,10,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,10,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,10,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,11,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,11,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,11,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,11,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,12,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,12,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,12,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,12,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,13,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,13,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,13,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,13,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,14,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,14,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,14,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,14,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,15,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,15,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,15,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,15,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,16,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,16,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,16,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,16,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,17,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,17,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,17,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,17,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,18,2.626168725,0.070961775,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,18,2.626168725,0.070961775,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,18,2.626168725,0.070961775,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,18,2.626168725,0.070961775,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,19,2.580550826,0.069481671,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,19,2.580550826,0.069481671,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,19,2.580550826,0.069481671,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,19,2.580550826,0.069481671,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,20,2.534932926,0.067956387,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,20,2.534932926,0.067956387,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,20,2.534932926,0.067956387,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,20,2.534932926,0.067956387,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,21,2.489315027,0.066384492,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,21,2.489315027,0.066384492,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,21,2.489315027,0.066384492,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,21,2.489315027,0.066384492,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,22,2.443697127,0.064764634,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,22,2.443697127,0.064764634,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,22,2.443697127,0.064764634,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,22,2.443697127,0.064764634,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,23,2.398079228,0.063095591,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,23,2.398079228,0.063095591,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,23,2.398079228,0.063095591,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,23,2.398079228,0.063095591,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,24,2.352461328,0.061376332,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,24,2.352461328,0.061376332,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,24,2.352461328,0.061376332,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,24,2.352461328,0.061376332,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,25,2.306843429,0.059606117,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,25,2.306843429,0.059606117,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,25,2.306843429,0.059606117,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,25,2.306843429,0.059606117,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,26,2.261225529,0.057784608,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,26,2.261225529,0.057784608,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,26,2.261225529,0.057784608,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,26,2.261225529,0.057784608,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,27,2.21560763,0.055912038,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,27,2.21560763,0.055912038,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,27,2.21560763,0.055912038,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,27,2.21560763,0.055912038,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,28,2.16998973,0.053989437,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,28,2.16998973,0.053989437,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,28,2.16998973,0.053989437,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,28,2.16998973,0.053989437,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,29,2.12437183,0.052018931,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,29,2.12437183,0.052018931,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,29,2.12437183,0.052018931,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,29,2.12437183,0.052018931,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,30,2.078753931,0.050004166,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,30,2.078753931,0.050004166,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,30,2.078753931,0.050004166,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,30,2.078753931,0.050004166,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,31,2.033136031,0.047950879,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,31,2.033136031,0.047950879,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,31,2.033136031,0.047950879,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,31,2.033136031,0.047950879,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,32,1.987518132,0.045867696,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,32,1.987518132,0.045867696,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,32,1.987518132,0.045867696,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,32,1.987518132,0.045867696,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,33,1.941900232,0.043767225,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,33,1.941900232,0.043767225,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,33,1.941900232,0.043767225,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,33,1.941900232,0.043767225,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,34,1.896282333,0.04166756,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,34,1.896282333,0.04166756,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,34,1.896282333,0.04166756,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,34,1.896282333,0.04166756,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,35,1.850664433,0.039594315,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,35,1.850664433,0.039594315,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,35,1.850664433,0.039594315,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,35,1.850664433,0.039594315,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,36,1.805046534,0.037583309,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,36,1.805046534,0.037583309,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,36,1.805046534,0.037583309,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,36,1.805046534,0.037583309,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,37,1.759428634,0.035683924,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,37,1.759428634,0.035683924,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,37,1.759428634,0.035683924,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,37,1.759428634,0.035683924,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,38,1.713810735,0.033962885,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,38,1.713810735,0.033962885,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,38,1.713810735,0.033962885,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,38,1.713810735,0.033962885,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,39,1.668192835,0.032507607,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,39,1.668192835,0.032507607,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,39,1.668192835,0.032507607,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,39,1.668192835,0.032507607,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,40,1.622574935,0.031427196,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,40,1.622574935,0.031427196,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,40,1.622574935,0.031427196,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,40,1.622574935,0.031427196,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,41,1.576957036,0.030848101,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,41,1.576957036,0.030848101,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,41,1.576957036,0.030848101,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,41,1.576957036,0.030848101,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,42,1.531339136,0.030901634,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,42,1.531339136,0.030901634,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,42,1.531339136,0.030901634,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,42,1.531339136,0.030901634,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,43,1.485721237,0.031704158,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,43,1.485721237,0.031704158,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,43,1.485721237,0.031704158,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,43,1.485721237,0.031704158,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,44,1.440103337,0.033337299,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,44,1.440103337,0.033337299,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,44,1.440103337,0.033337299,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,44,1.440103337,0.033337299,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,45,1.394485438,0.035838824,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,45,1.394485438,0.035838824,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,45,1.394485438,0.035838824,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,45,1.394485438,0.035838824,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,46,1.348867538,0.039209068,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,46,1.348867538,0.039209068,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,46,1.348867538,0.039209068,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,46,1.348867538,0.039209068,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,47,1.303249639,0.04342768,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,47,1.303249639,0.04342768,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,47,1.303249639,0.04342768,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,47,1.303249639,0.04342768,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,48,1.257631739,0.048471263,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,48,1.257631739,0.048471263,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,48,1.257631739,0.048471263,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,48,1.257631739,0.048471263,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,49,1.21201384,0.054326061,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,49,1.21201384,0.054326061,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,49,1.21201384,0.054326061,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,49,1.21201384,0.054326061,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,50,1.16639594,0.060994954,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,50,1.16639594,0.060994954,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,50,1.16639594,0.060994954,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,50,1.16639594,0.060994954,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,51,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,51,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,51,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,51,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,52,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,52,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,52,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,52,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,53,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,53,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,53,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,53,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,54,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,54,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,54,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,54,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,55,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,55,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,55,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,55,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,56,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,56,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,56,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,56,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,57,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,57,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,57,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,57,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,58,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,58,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,58,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,58,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,59,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,59,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,59,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,59,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,60,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,60,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,60,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,60,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,61,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,61,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,61,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,61,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,62,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,62,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,62,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,62,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,63,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,63,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,63,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,63,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,64,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,64,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,64,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,64,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,65,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,65,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,65,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,65,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,66,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,66,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,66,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,66,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,67,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,67,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,67,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,67,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,68,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,68,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,68,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,68,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,69,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,69,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,69,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,69,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,70,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,70,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,70,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,70,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,71,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,71,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,71,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,71,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,72,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,72,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,72,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,72,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,73,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,73,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,73,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,73,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,74,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,74,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,74,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,74,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,75,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,75,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,75,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,75,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,76,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,76,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,76,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,76,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,77,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,77,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,77,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,77,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,78,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,78,1.163989794,0.061369649,GBK,SPRING,NONE
HADDOCK,74,164744,NUMBER,78,1.163989794,0.061369649,GOM,FALL,NONE
HADDOCK,74,164744,NUMBER,78,1.163989794,0.061369649,GBK,FALL,NONE
HADDOCK,74,164744,NUMBER,79,1.163989794,0.061369649,GOM,SPRING,NONE
HADDOCK,74,164744,NUMBER,79,1.163989794,0.061369649,GBK,SPRING,NONE
