COMMON_NAME,SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,SURVEY,PURPOSE_CODE,SEASON,YEAR,AGE,NO_AT_AGE,WT_AT_AGE,ALK_COMPLETE,STRATA_SAMPLING_COMPLETE
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1999,7,0.1693,0.2316,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1999,6,0.5133,0.9851,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1999,5,0.4779,0.7753,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1999,4,0.2527,0.4354,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1999,3,0.8291,1.0468,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1999,2,0.5944,0.3895,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1999,1,3.2286,0.7376,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1999,0,0.5479,0.0169,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2000,7,0.2208,0.569,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2000,6,0.5801,1.3231,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2000,5,0.4247,0.9871,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2000,4,1.3031,2.0485,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2000,8,0.0739,0.1626,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2000,3,1.6863,1.8597,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2000,2,11.3058,6.9024,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2000,1,0.6613,0.1671,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2000,0,0.3328,0.0124,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2001,8,0.2928,0.8039,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2001,9,0.0513,0.1138,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2001,7,0.1928,0.5308,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2001,6,0.3006,0.6825,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2001,5,0.8084,1.6161,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2001,4,0.7185,1.0157,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2001,3,4.8619,5.2985,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2001,2,2.2968,1.8825,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2001,1,0.2405,0.0348,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2001,0,0.1961,0.0027,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2002,11,0.0468,0.0835,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2002,9,0.0322,0.0547,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2002,8,0.206,0.4161,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2002,6,0.1385,0.3181,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2002,5,0.3533,0.6045,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2002,4,2.4553,2.8575,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2002,3,0.5405,0.4673,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2002,2,0.0137,0.0062,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2002,1,0.1205,0.0269,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2002,0,0.0137,0.0009,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2003,10,0.0396,0.1285,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2003,9,0.1243,0.2074,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2003,7,0.0532,0.0723,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2003,6,0.3522,0.5524,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2003,5,2.4684,3.4798,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2003,4,0.5036,0.635,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2003,3,0.0719,0.0864,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2003,2,0.2672,0.1769,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2003,0,0.8527,0.0212,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2004,11,0.09,0.1714,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2004,10,0.027,0.0558,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2004,8,0.1563,0.2244,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2004,7,0.1238,0.2626,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2004,6,3.2341,4.5983,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2004,5,0.8284,1.0155,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2004,4,0.25,0.33,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2004,3,0.5461,0.4273,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2004,2,0.0293,0.0155,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2004,1,0.3474,0.0689,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2004,0,0.0726,0.0011,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,12,0.0128,0.0329,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,11,0.019,0.0422,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,9,0.0583,0.115,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,8,0.0884,0.1965,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,7,1.1427,1.7236,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,6,0.4066,0.575,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,5,0.2995,0.3559,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,4,0.1473,0.1204,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,3,0.067,0.0366,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,2,1.5931,0.7197,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,1,0.1095,0.0089,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2005,0,0.1879,0.0055,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,13,0.0173,0.0323,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,10,0.0082,0.0238,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,9,0.0478,0.1133,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,8,0.8481,1.2585,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,7,0.2903,0.416,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,6,0.1077,0.1473,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,5,0.2056,0.3331,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,4,0.0266,0.0184,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,3,1.781,1.5141,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,2,0.0834,0.0339,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,1,0.2641,0.051,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2006,0,0.2301,0.0046,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2007,11,0.0254,0.046,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2007,9,0.4999,0.8072,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2007,8,0.1142,0.154,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2007,7,0.1632,0.2324,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2007,6,0.0141,0.0299,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2007,5,0.0606,0.078,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2007,4,2.128,2.1934,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2007,3,0.2208,0.1778,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2007,2,0.8477,0.4591,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2007,1,1.0647,0.2164,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2007,0,0.0145,0.0002,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2008,12,0.0411,0.0702,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2008,10,0.2805,0.5615,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2008,9,0.1105,0.1712,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2008,8,0.1139,0.1665,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2008,7,0.1613,0.2671,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2008,5,1.045,1.5704,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2008,3,0.1108,0.1255,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2008,2,0.4036,0.2141,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2009,11,0.1151,0.2299,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2009,10,0.0314,0.0416,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2009,8,0.0525,0.0871,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2009,6,0.3396,0.5181,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2009,5,0.0404,0.0401,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2009,4,0.0115,0.0074,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2009,3,0.1878,0.1566,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2009,2,0.0918,0.0436,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2009,1,0.2585,0.0457,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2009,0,0.8884,0.0332,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2010,12,0.0952,0.1621,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2010,11,0.0257,0.047,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2010,7,0.2405,0.3328,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2010,6,0.1115,0.1112,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2010,5,0.2906,0.3447,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2010,4,0.1681,0.205,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2010,3,0.0497,0.0371,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2010,2,0.0212,0.0104,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2010,1,0.0344,0.0044,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2010,0,1.6248,0.0848,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2011,13,0.0664,0.131,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2011,10,0.0551,0.1062,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2011,8,0.7427,1.2689,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2011,7,0.1356,0.143,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2011,5,0.8504,1.0571,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2011,4,0.0969,0.1231,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2011,3,0.1963,0.2173,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2011,2,0.8351,0.5231,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2011,1,1.1907,0.2962,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2011,0,0.5083,0.013,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2011,6,0.2209,0.2664,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2012,9,0.0277,0.0761,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2012,7,0.0277,0.0623,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2012,6,0.0277,0.0448,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2012,5,0.0197,0.0377,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2012,3,0.0104,0.0188,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2012,2,3.291,2.4356,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2012,0,1.4667,0.073,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2012,1,0.5259,0.1315,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2013,10,0.0802,0.1806,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2013,7,0.0277,0.0574,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2013,6,0.0899,0.1172,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2013,5,0.26,0.2589,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2013,4,0.4149,0.5767,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2013,3,6.7619,7.0432,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2013,2,1.8153,1.2805,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2013,1,5.0566,1.6275,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2013,0,21.5816,1.4291,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2014,11,0.4822,1.0052,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2014,9,0.2358,0.5823,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2014,8,0.6086,1.115,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2014,7,0.2026,0.3887,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2014,6,0.3743,0.4573,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2014,5,0.67,0.9538,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2014,4,12.4214,16.0296,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2014,3,4.3627,4.3498,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2014,2,9.1257,6.9791,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2014,1,21.094,5.7011,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2014,0,2.2416,0.09,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2015,9,0.0698,0.1577,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2015,6,0.0443,0.1078,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2015,5,2.3903,3.4992,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2015,4,0.7689,0.9132,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2015,3,3.0894,3.1313,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2015,2,52.9836,27.3953,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2015,1,1.3077,0.3527,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2015,0,3.7175,0.1025,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2016,10,0.0205,0.0431,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2016,9,0.0184,0.0576,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2016,8,0.0262,0.0443,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2016,7,0.0611,0.1211,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2016,6,3.1534,4.5652,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2016,5,1.3831,1.7222,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2016,4,5.7255,5.3458,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2016,3,60.8567,40.6687,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2016,2,2.6805,1.0733,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2016,1,1.7949,0.3453,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2016,0,5.7138,0.2352,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2017,11,0.0136,0.0301,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2017,8,0.6583,0.7301,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2017,7,1.4794,1.9224,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2017,6,0.2332,0.3445,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2017,5,2.251,2.4325,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2017,4,39.7711,30.2255,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2017,3,3.6641,2.6936,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2017,2,4.5077,1.9875,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2017,1,5.8215,1.4016,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2017,0,1.6298,0.0409,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,12,0.0323,0.0893,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,9,0.0709,0.1347,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,8,0.8291,1.3094,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,7,0.4231,0.6271,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,10,0.0147,0.0302,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,6,1.7829,2.2129,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,5,36.7111,34.32,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,4,1.652,1.4535,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,3,1.4989,0.9354,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,2,2.7404,1.2769,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,1,1.3652,0.2734,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2018,0,0.4488,0.0134,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2019,9,0.1702,0.2626,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2019,8,0.2346,0.1655,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2019,7,0.6474,0.7317,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2019,6,18.3483,16.8675,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2019,5,1.5252,1.177,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2019,4,2.1757,1.3893,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2019,3,1.6616,0.9813,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2019,2,0.7816,0.3267,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2019,1,0.2887,0.0611,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,2019,0,0.3888,0.0129,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1968,11,0.0607,0.2849,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1968,9,0.079,0.1653,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1968,8,0.2163,0.3935,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1968,7,0.1257,0.2181,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1968,6,0.9538,1.8199,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1968,5,4.3416,5.0546,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1968,4,0.2413,0.1437,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1968,3,0.047,0.0268,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1969,9,0.0371,0.0644,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1969,8,0.0375,0.0924,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1969,7,0.6856,1.5793,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1969,6,2.6352,4.4649,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1969,5,0.2494,0.3802,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1969,4,0.0199,0.0136,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1969,3,0.054,0.0122,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1970,9,0.0201,0.0429,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1970,8,0.1047,0.2005,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1970,7,0.6399,1.1728,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1970,6,0.1409,0.3678,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1971,10,0.0936,0.4153,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1971,9,0.0974,0.3399,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1971,8,0.6286,1.642,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1971,7,0.0293,0.0632,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1971,6,0.0293,0.0632,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1972,12,0.0245,0.072,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1972,11,0.0175,0.0778,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1972,10,0.0619,0.1716,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1972,9,0.1741,0.5181,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1972,1,0.5844,0.0278,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1973,11,0.0197,0.0824,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1973,10,0.3138,1.0968,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1973,9,0.0365,0.0804,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1973,2,0.8123,0.3289,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1973,1,0.1297,0.0092,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1974,11,0.0828,0.5626,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1974,9,0.016,0.0396,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1974,8,0.0177,0.0638,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1974,3,0.3326,0.3032,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1974,2,0.0878,0.0365,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1974,1,0.8997,0.053,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1975,2,1.9934,0.9852,Y,N
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1975,14,0.2104,1.4845,Y,N
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1975,6,0.008,0.0229,Y,N
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1975,4,0.4084,0.8178,Y,N
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1975,3,0.1502,0.1715,Y,N
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1976,18,0.0147,0.0848,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1976,13,0.1253,0.5463,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1976,7,0.0552,0.1936,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1976,6,0.059,0.051,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1976,5,0.9454,2.3679,Y,Y
Haddock,164744,GOM,NONE,NMFS spring BTS,10,SPRING,1976,4,0.1396,0.1948,Y,Y
